"Part Number","Tariff Code","Hazard/Dangerous Code","Dealer Net Price","Flat Fee","Large Tracks Charge","Regular Tracks Charge","Tires ATV Large Charge","Tires ATV Small Charge","Tires MC Charge","Wheels ATV Charge","Wheels MC Charge"
2820-5382,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5383,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5384,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5385,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5386,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5388,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5389,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5391,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5392,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5400,6201.93.00.23,None,N,Y,N,N,N,N,N,N,N
2820-5401,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5404,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5465,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-5467,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-5493,6201.93.00.23,None,N,Y,N,N,N,N,N,N,N
2820-5594,6110.30.00.11,None,N,Y,N,N,N,N,N,N,N
2820-5595,6110.30.00.11,None,N,Y,N,N,N,N,N,N,N
2820-5596,6110.30.00.11,None,N,Y,N,N,N,N,N,N,N
2820-5597,6110.30.00.11,None,N,Y,N,N,N,N,N,N,N
2820-5598,6110.30.00.11,None,N,Y,N,N,N,N,N,N,N
2820-5661,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-5662,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5666,,None,N,Y,N,N,N,N,N,N,N
2820-5669,,None,N,Y,N,N,N,N,N,N,N
2820-5670,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5696,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5697,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5698,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5699,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5700,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5701,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5703,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5704,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5705,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5706,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5707,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5708,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5710,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5711,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5718,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5719,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5747,6201.93.00.35,None,N,Y,N,N,N,N,N,N,N
2820-5783,,None,N,Y,N,N,N,N,N,N,N
2820-5784,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5785,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5786,6207.99.10.00,None,N,Y,N,N,N,N,N,N,N
2820-5787,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5791,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5792,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5793,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5794,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5795,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5796,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5798,,None,N,Y,N,N,N,N,N,N,N
2820-5799,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5800,,None,N,Y,N,N,N,N,N,N,N
2820-5801,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5803,,None,N,Y,N,N,N,N,N,N,N
2820-5804,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5805,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5806,,None,N,Y,N,N,N,N,N,N,N
2820-5807,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5808,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5847,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5849,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5861,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5882,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5883,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5884,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5885,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5886,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5887,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5888,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5910,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5938,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5939,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5940,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5941,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5942,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5943,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5944,,None,N,Y,N,N,N,N,N,N,N
2820-5945,,None,N,Y,N,N,N,N,N,N,N
2820-5946,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5947,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5948,,None,N,Y,N,N,N,N,N,N,N
2820-5949,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5950,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5951,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5952,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5953,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5954,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5955,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5963,,None,N,Y,N,N,N,N,N,N,N
2820-5964,,None,N,Y,N,N,N,N,N,N,N
2820-5965,,None,N,Y,N,N,N,N,N,N,N
2820-5966,,None,N,Y,N,N,N,N,N,N,N
2820-5967,,None,N,Y,N,N,N,N,N,N,N
2820-5971,,None,N,Y,N,N,N,N,N,N,N
2820-5972,,None,N,Y,N,N,N,N,N,N,N
2820-5973,,None,N,Y,N,N,N,N,N,N,N
2820-5974,,None,N,Y,N,N,N,N,N,N,N
2820-5975,,None,N,Y,N,N,N,N,N,N,N
2820-5981,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2820-5982,,None,N,Y,N,N,N,N,N,N,N
2820-5987,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5988,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5989,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5991,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5994,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5995,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5996,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-5997,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6029,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6030,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6031,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6032,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6033,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6034,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6070,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6071,,None,N,Y,N,N,N,N,N,N,N
2820-6072,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6073,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6074,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6077,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6078,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6079,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6080,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6081,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6084,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6086,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6087,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6108,,None,N,Y,N,N,N,N,N,N,N
2820-6109,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6110,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6111,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6112,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6146,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6147,,None,N,Y,N,N,N,N,N,N,N
2820-6148,,None,N,Y,N,N,N,N,N,N,N
2820-6149,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6150,,None,N,Y,N,N,N,N,N,N,N
2820-6151,,None,N,Y,N,N,N,N,N,N,N
2820-6152,,None,N,Y,N,N,N,N,N,N,N
2820-6153,,None,N,Y,N,N,N,N,N,N,N
2820-6154,,None,N,Y,N,N,N,N,N,N,N
2820-6155,,None,N,Y,N,N,N,N,N,N,N
2820-6156,,None,N,Y,N,N,N,N,N,N,N
2820-6159,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6160,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6161,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6162,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6163,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6164,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6172,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6173,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6174,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6175,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6176,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6177,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6184,6110.20.00.11,None,N,Y,N,N,N,N,N,N,N
2820-6185,6110.20.00.11,None,N,Y,N,N,N,N,N,N,N
2820-6186,6110.20.00.11,None,N,Y,N,N,N,N,N,N,N
2820-6187,6110.20.00.11,None,N,Y,N,N,N,N,N,N,N
2820-6188,6110.20.00.11,None,N,Y,N,N,N,N,N,N,N
2820-6189,6110.20.00.11,None,N,Y,N,N,N,N,N,N,N
2820-6190,,None,N,Y,N,N,N,N,N,N,N
2820-6191,,None,N,Y,N,N,N,N,N,N,N
2820-6192,,None,N,Y,N,N,N,N,N,N,N
2820-6193,,None,N,Y,N,N,N,N,N,N,N
2820-6194,,None,N,Y,N,N,N,N,N,N,N
2820-6195,,None,N,Y,N,N,N,N,N,N,N
2820-6196,,None,N,Y,N,N,N,N,N,N,N
2820-6197,,None,N,Y,N,N,N,N,N,N,N
2820-6198,4203.10.00.51,None,N,Y,N,N,N,N,N,N,N
2820-6199,,None,N,Y,N,N,N,N,N,N,N
2820-6209,,None,N,Y,N,N,N,N,N,N,N
2820-6210,4203.10.00.51,None,N,Y,N,N,N,N,N,N,N
2820-6211,,None,N,Y,N,N,N,N,N,N,N
2820-6212,,None,N,Y,N,N,N,N,N,N,N
2820-6213,,None,N,Y,N,N,N,N,N,N,N
2820-6214,4203.10.00.51,None,N,Y,N,N,N,N,N,N,N
2820-6217,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6218,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6219,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6220,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6221,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6222,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6223,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6224,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6225,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6226,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6227,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6229,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6230,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6231,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6232,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6233,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6235,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6236,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6237,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6238,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6239,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6240,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6241,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6242,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6243,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6244,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6245,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6246,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6247,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6248,,None,N,Y,N,N,N,N,N,N,N
2820-6249,,None,N,Y,N,N,N,N,N,N,N
2820-6250,,None,N,Y,N,N,N,N,N,N,N
2820-6251,,None,N,Y,N,N,N,N,N,N,N
2820-6252,,None,N,Y,N,N,N,N,N,N,N
2820-6253,,None,N,Y,N,N,N,N,N,N,N
2820-6254,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6255,,None,N,Y,N,N,N,N,N,N,N
2820-6256,,None,N,Y,N,N,N,N,N,N,N
2820-6257,,None,N,Y,N,N,N,N,N,N,N
2820-6258,,None,N,Y,N,N,N,N,N,N,N
2820-6259,,None,N,Y,N,N,N,N,N,N,N
2820-6262,,None,N,Y,N,N,N,N,N,N,N
2820-6263,,None,N,Y,N,N,N,N,N,N,N
2820-6264,,None,N,Y,N,N,N,N,N,N,N
2820-6265,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6266,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6270,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6271,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6276,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6277,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6281,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6282,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6283,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6287,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6288,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6289,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6292,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6306,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6307,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6308,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6312,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6314,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6315,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6328,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6329,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6330,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6331,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6334,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6336,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6337,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6338,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6348,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6349,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6350,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6351,,None,N,Y,N,N,N,N,N,N,N
2820-6352,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6353,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6356,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6357,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6358,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6359,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6360,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6369,,None,N,Y,N,N,N,N,N,N,N
2820-6370,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6371,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6372,,None,N,Y,N,N,N,N,N,N,N
2820-6373,,None,N,Y,N,N,N,N,N,N,N
2820-6419,6201.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6420,6201.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6421,6201.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6422,6201.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6423,6201.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6521,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6522,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6523,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6524,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6525,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6529,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6530,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6532,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6535,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6536,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6537,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6538,,None,N,Y,N,N,N,N,N,N,N
2820-6539,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6540,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6560,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6561,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6562,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6563,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6564,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6565,6201.40.90.22,None,N,Y,N,N,N,N,N,N,N
2820-6571,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6572,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6573,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6575,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6577,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6578,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6579,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6580,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6583,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6584,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6585,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6586,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6587,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6589,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6590,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6591,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6592,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6594,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6595,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6596,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6619,6210.50.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6620,6210.50.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6621,6210.50.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6622,6210.50.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6623,6210.50.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6624,,None,N,Y,N,N,N,N,N,N,N
2820-6626,,None,N,Y,N,N,N,N,N,N,N
2820-6627,,None,N,Y,N,N,N,N,N,N,N
2820-6628,,None,N,Y,N,N,N,N,N,N,N
2820-6629,,None,N,Y,N,N,N,N,N,N,N
2820-6630,,None,N,Y,N,N,N,N,N,N,N
2820-6631,,None,N,Y,N,N,N,N,N,N,N
2820-6632,,None,N,Y,N,N,N,N,N,N,N
2820-6639,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6640,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6641,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6642,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6643,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6644,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6645,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6646,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6647,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6648,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6649,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6650,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6651,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6652,6210.20.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6653,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6655,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6656,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6657,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6658,6210.30.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6659,,None,N,Y,N,N,N,N,N,N,N
2820-6660,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6661,6210.40.90.00,None,N,Y,N,N,N,N,N,N,N
2820-6668,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6669,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6670,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6671,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6672,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6673,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6674,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6675,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6676,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6677,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6678,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6679,,None,N,Y,N,N,N,N,N,N,N
2820-6680,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6681,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6682,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6683,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6684,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6685,6201.40.90.11,None,N,Y,N,N,N,N,N,N,N
2820-6686,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6687,,None,N,Y,N,N,N,N,N,N,N
2820-6688,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6690,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6691,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6692,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6693,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6694,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6695,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6696,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6697,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6699,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6700,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6701,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6702,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6703,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6704,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6705,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6706,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6707,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6708,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6710,,None,N,Y,N,N,N,N,N,N,N
2820-6712,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6713,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6714,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6715,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6716,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6717,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6718,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6719,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6720,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6721,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6722,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6723,,None,N,Y,N,N,N,N,N,N,N
2820-6724,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
2820-6725,4203.10.00.31,None,N,Y,N,N,N,N,N,N,N
