"Part Number","Tariff Code","Hazard/Dangerous Code","Dealer Net Price","Flat Fee","Large Tracks Charge","Regular Tracks Charge","Tires ATV Large Charge","Tires ATV Small Charge","Tires MC Charge","Wheels ATV Charge","Wheels MC Charge"
0101-15072,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15073,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15074,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15075,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15076,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15213,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15217,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15218,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15220,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15221,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15222,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15226,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15227,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15231,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15232,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15236,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15242,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15243,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15264,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15265,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15266,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15267,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15268,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15269,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15270,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15271,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15272,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15273,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15274,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15275,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15281,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15282,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15283,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15287,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15288,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15289,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15290,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15291,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15292,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15293,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15294,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15295,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15296,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15297,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15298,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15299,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15300,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15301,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15302,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15303,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15304,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15305,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15306,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15307,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15308,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15309,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15335,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15339,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15340,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15341,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15346,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15352,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15353,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15354,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15355,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15356,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15357,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15358,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15359,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15360,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15361,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15362,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15363,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15364,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15365,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15366,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15367,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15368,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15369,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15390,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15394,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15395,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15400,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15449,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15450,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15451,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15452,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15453,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15454,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15455,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15456,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15457,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15460,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15461,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15462,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15547,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15548,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15549,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15550,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-15551,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16025,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16026,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16027,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16028,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16029,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16090,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16091,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16095,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16098,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16099,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16101,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16102,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16103,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16104,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16105,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16140,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16141,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16142,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16143,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16144,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16241,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16242,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16243,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16244,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16245,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16254,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16255,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16256,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16257,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16258,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16259,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16261,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16262,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16263,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16264,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16265,6506.10.90.00,None,Y,Y,N,N,N,N,N,N,N
0101-16272,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16273,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16274,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16275,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16276,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16277,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16278,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16285,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16286,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16287,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16288,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16289,6506.10.90.00,None,Y,Y,N,N,N,N,N,N,N
0101-16302,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16303,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16304,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16305,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16306,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16307,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16309,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16310,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16311,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16312,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16313,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16314,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16333,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16334,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16343,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16587,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16588,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16589,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16592,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16593,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16594,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16595,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16597,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16598,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16599,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16600,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16601,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16602,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16641,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16642,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16643,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16644,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16645,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16653,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16654,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16655,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16656,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16657,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16658,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16660,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16661,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16662,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16663,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16664,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16666,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16667,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16668,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16669,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16670,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16671,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16672,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16685,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16686,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16687,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16688,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16689,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16691,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16693,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16694,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16695,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16696,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16697,6506.10.90.00,None,Y,Y,N,N,N,N,N,N,N
0101-16705,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16710,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16711,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16712,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16713,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16714,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16715,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16717,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16718,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16719,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16720,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16721,6506.10.90.00,None,Y,Y,N,N,N,N,N,N,N
0101-16723,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16724,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16725,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16726,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16727,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16729,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16730,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16731,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16732,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16733,6506.10.90.00,None,Y,Y,N,N,N,N,N,N,N
0101-16747,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16748,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16749,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16750,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16751,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16769,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16770,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16771,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16772,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16773,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16774,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16775,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16776,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16778,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16780,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16781,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16782,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16783,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16784,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16785,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16786,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16787,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16792,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16797,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16819,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16829,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16831,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16832,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16833,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16834,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16835,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16836,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16838,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16839,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16840,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16844,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16847,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16849,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16851,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16852,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16853,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16854,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16856,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16857,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16859,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16861,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16863,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16864,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16873,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16874,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16875,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16876,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16877,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16878,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16879,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16899,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16901,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16902,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16904,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16905,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16907,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16918,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16920,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16922,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16923,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16924,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16925,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16926,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16927,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16929,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16931,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16932,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16934,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16935,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16936,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16937,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16954,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16955,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16962,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16964,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16965,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16968,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16969,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16971,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16972,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16973,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16974,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16975,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16976,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16977,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16978,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16979,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16981,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16982,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16983,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16984,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16985,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16987,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16988,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16989,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16990,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16991,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16992,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16994,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16995,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16996,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-16999,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17004,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17005,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17006,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17007,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17008,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17009,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17011,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17015,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17016,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17017,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17018,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17019,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17022,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17023,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17024,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17025,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17026,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17030,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17032,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17033,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17034,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17035,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17036,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17037,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17038,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17039,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17040,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17041,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17042,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17043,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17044,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17045,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17090,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17091,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17092,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17093,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17094,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17205,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17206,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17207,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17220,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17221,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17230,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17231,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17232,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
0101-17233,6506.10.90.00,None,N,Y,N,N,N,N,N,N,N
